design_index,preset,is_control,design_seed,spine_scale,design_notes,params
62,phacopida,0,7,0.5051,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.26696071987707876, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5576191365042555, ""pleuralSlope"": 0.74, ""pygFrac"": 0.17318822042357274, ""pygMarginal"": 0, ""pygMarginalLen"": 0.2525551008932375, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 12.054554918416848, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6147358742934125}"
63,phacopida,0,7,0.6414,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3180199661455034, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7616058601889171, ""pleuralSlope"": 0.74, ""pygFrac"": 0.24094906367394087, ""pygMarginal"": 0, ""pygMarginalLen"": 0.32072354449189855, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 18.234257583719597, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5573681735853059}"
64,phacopida,0,7,0.3472,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.4209298960190885, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.3442388136830515, ""pleuralSlope"": 0.74, ""pygFrac"": 0.20007526999504657, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1735763522314422, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 19.836594536842455, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7199393510937884}"
65,phacopida,0,7,1.4542,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.24522495083663542, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.3992287824445203, ""pleuralSlope"": 0.74, ""pygFrac"": 0.272537109154369, ""pygMarginal"": 0, ""pygMarginalLen"": 0.7270805714859656, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 15.000472103762894, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8472911058886242}"
66,phacopida,0,7,0.0631,"pygMarginalLen: 0.031564181097742144 clamped to [0.1, 1.5]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3900235865094258, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.4715680085459101, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2136826257456379, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 10.625652005778795, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6620611430767589}"
67,phacopida,0,7,1.1395,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3406576779611843, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7075768344535491, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1607041524532083, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5697654346628729, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 22.15023877778033, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4073492029584018}"
68,phacopida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.34, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.0, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.22, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
69,phacopida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.34, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.45, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.22, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
70,proetida,0,7,0.8478,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.34689896651807733, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.16956450391871158, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.2950686361040398, ""pleuralSlope"": 0.74, ""pygFrac"": 0.26480870904658715, ""pygMarginal"": 0, ""pygMarginalLen"": 0.4239112597967789, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 22.72249123955682, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4694793940281452}"
71,proetida,0,7,1.1942,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.12, ""boreDia"": 1.95, ""cephFrac"": 0.3736707730362872, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.23883767809806586, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 3.0, ""glabFront"": 2.5, ""glabInflate"": 1.15, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 158.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.49544148735747184, ""pleuralSlope"": 0.74, ""pygFrac"": 0.19904857834074746, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5970941952451646, ""pygRings"": 6, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.95, ""relief"": 15.912389800859962, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6514169912203753}"
